article_id,instrument,article,function_class,function_rule_label,function_ambiguous,function_note,subtype_descriptive,completeness_class,provenance,operational_core_rank_3y,court_judgments,party_judgments,hybrid_rate,named_fiqh_rate,maxim_rate,window
evidence_law:34,evidence_law,34,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,29,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:37,evidence_law,37,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,10,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:97,commercial_courts_implementing_regulation,97,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,11,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:77,sharia_procedure_law,77,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,17,50.0,50.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:28,companies_law,28,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:120,evidence_law,120,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,26,50.0,50.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:155,companies_law,155,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,15,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:17,trademark_law,17,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,12,50.0,0.0,50.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:81,companies_law,81,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:41,trademark_law,41,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,2,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
enforcement_law:46,enforcement_law,46,,,,,enforcement,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,1,27,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:55,sharia_procedure_law,55,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,1,12,100.0,100.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:162,commercial_courts_implementing_regulation,162,,,,,case_management,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,1,26,100.0,100.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:159,companies_law,159,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,1,10,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:42,arbitration_law,42,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,11,,,,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:54,arbitration_law,54,,,,,case_management,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,10,,,,contemporary_5y (1442-1446); rank column is 1444-1446
criminal_procedure_law:65,criminal_procedure_law,65,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,20,,,,contemporary_5y (1442-1446); rank column is 1444-1446
criminal_procedure_law:120,criminal_procedure_law,120,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,11,,,,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:182,companies_law,182,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,10,,,,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:89,sharia_procedure_law,89,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,12,,,,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:46,commercial_courts_law,46,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,15,,,,contemporary_5y (1442-1446); rank column is 1444-1446
criminal_procedure_implementing_regulation:22,criminal_procedure_implementing_regulation,22,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,15,,,,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:15,trademark_law,15,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,11,,,,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:117,evidence_law,117,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,19,,,,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:11,companies_law,11,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,11,,,,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:61,commercial_courts_law,61,,,,,obligation,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,12,,,,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:28,commercial_courts_law,28,,,,,case_management,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,11,,,,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:71,sharia_procedure_law,71,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,17,,,,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:249,commercial_courts_law,249,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,32,,,,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:62,commercial_courts_law,62,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,0,118,,,,contemporary_5y (1442-1446); rank column is 1444-1446
